#   tcp   dctcp   flextcp
20  59808 13835 16547
50  59808 13835 11542
100 59808 13835 12657
200 59808 13835 13925
400 59808 13835 15102
600 59808 13835 15100
800 59808 13835 15713
1000 59808 13835 17035
