linux	0.000500	1176612477	7061717	34362268	0.787833
linux	0.001000	1175135209	979953	79767960	0.530839
linux	0.002000	1174143630	618615	98014915	0.334623
linux	0.005000	1170340088	1581568	122647201	0.316438
linux	0.010000	1164831382	7184190	21471434	0.930035
linux	0.020000	1153032939	1191926	26703413	0.886040
linux	0.050000	1117638937	701939	21954929	0.873707
