c	0.000500	1176916273	30408	71320998	0.322277
flexnic	0.001000	1174573141	10682861	13155374	0.994630
flexnic	0.002000	1172284174	10515000	13186667	0.995496
flexnic	0.005000	1165421070	10129202	14207293	0.995033
flexnic	0.010000	1151474658	9813793	13516958	0.996054
flexnic	0.020000	1122867997	9991924	12541945	0.997988
flexnic	0.050000	1019382829	0	12058461	0.947822
