flexnic	0.000500	1176914329	30408	45964226	0.455511
flexnic	0.001000	1169783271	10572511	13174245	0.994612
flexnic	0.002000	1162214152	10347528	13306677	0.995567
flexnic	0.005000	1136857380	9457571	14310262	0.993755
flexnic	0.010000	1090468568	9183095	12940936	0.995373
flexnic	0.020000	1016900716	0	11642804	0.987383
flexnic	0.050000	859895363	0	10542123	0.936859
