flexnic	50	0.973111	23921751.037037	13078336	14142616	15566000	18651688	20938080	23996256	26827096	29043984	32866704	35575912	35961080
flexnic	100	0.975505	10965220.495370	4915960	6029472	7092304	8648904	9682776	11067064	12252976	13159424	14607424	15936688	16859064
flexnic	200	0.971379	5304544.877778	2377616	2823600	3360808	4103632	4639392	5318504	5948384	6485592	7364528	8020472	9287472
flexnic	300	0.966633	3513890.649383	1369808	1672440	2130008	2664320	3048040	3504160	3970416	4358480	5017320	5644304	6624600
flexnic	400	0.961989	2526195.802889	999120	1223560	1481304	1883848	2164760	2509384	2869936	3185600	3731496	4141280	4746544
flexnic	500	0.956996	2038317.324910	596576	916584	1129440	1492888	1728912	2022856	2332728	2607848	3081344	3508504	4038472
flexnic	600	0.953995	1709864.386186	486528	737032	931064	1233696	1440760	1694160	1963488	2200960	2628120	2966952	3453480
flexnic	700	0.949547	1473291.125323	380824	606712	770336	1045456	1230800	1456688	1699952	1921496	2315352	2639704	3133472
flexnic	800	0.944897	1269038.361667	298288	472048	635672	886176	1051248	1253968	1471168	1670992	2041680	2337072	2791744
flexnic	900	0.940870	1134275.698710	273672	418472	554584	780472	929616	1117856	1320576	1511712	1844752	2105392	2589024
flexnic	1000	0.936852	1026584.657796	198376	364896	489424	692144	834048	1012152	1201840	1378496	1702848	1954800	2631016
flexnic	2000	0.900936	515001.391556	127424	130320	181000	305528	392408	501008	622640	742824	965816	1148264	1516056
linux	50	0.816469	16602029.724074	1660856	2108696	3683752	7396384	10750344	15482784	21197816	27342456	39017600	49463464	53587832
linux	100	0.719762	12306508.579630	0	0	0	0	37776	16437000	17804568	18225296	19551864	28923784	31771432
linux	200	0.405169	6159068.553241	0	0	0	0	0	0	13952424	16287248	19072672	32577744	110309200
linux	300	0.702046	4108034.648148	0	0	0	0	4054936	4155080	4541408	8225760	10211640	12694600	38946880
linux	400	0.737789	2958885.824444	0	0	0	0	2953672	3005720	3408928	4799520	8717200	12285000	35701440
linux	500	0.781430	2380984.846237	0	0	0	1678864	2082032	2480168	2641464	2749552	9523160	12789720	15920696
linux	600	0.878016	2000484.197147	0	0	0	1354824	1737304	1997440	2320488	2514840	4617040	8177128	10491976
linux	700	0.572943	1720841.822481	0	0	0	0	830496	1663824	2170032	3621424	7461112	9383936	27805176
linux	800	0.392853	1477526.994778	0	0	0	0	0	1231888	1938816	3422768	7643632	14564864	71056776
linux	900	0.594764	1322051.554167	0	0	0	0	786888	1263264	1673408	2609504	5284192	8986712	33938216
linux	1000	0.633232	1194040.730376	0	0	0	0	794128	1139888	1480520	1830248	4820040	7086224	49478712
linux	2000	0.270468	593173.253689	0	0	0	0	0	470400	723544	1047832	4298048	7619264	106132240
