linux	1	0	128	0.27	0.26	0.27	394.35	747.63	760.90	866.71	991.77	1152.87
linux	2	0	128	0.51	0.51	0.51	248.14	295.46	384.19	478.67	541.91	635.68
linux	4	0	256	0.96	0.95	0.96	248.99	398.19	474.55	533.63	649.14	787.39
linux	8	0	1024	1.84	1.82	1.86	501.48	905.71	997.26	1037.74	1251.92	1520.03
linux	12	0	1024	2.71	2.70	2.71	377.46	526.39	558.92	765.81	1175.72	1498.98
linux	16	0	1024	2.81	2.79	2.85	320.20	565.66	680.75	918.15	1287.60	1698.92
