flexnic	4	0.235122	0.235122	0.235122	16.0	17.0	17.0	20.00561797752809	899.9662921348314	2233.6573033707864
flexnic	8	0.505815	0.505815	0.505815	14.732954545454545	17.545454545454547	19.647727272727273	24.90909090909091	30.914772727272727	1289.721590909091
flexnic	16	0.979479	0.979479	0.979479	15.745762711864407	17.717514124293785	17.858757062146893	19.74576271186441	30.180790960451976	50.69491525423729
flexnic	32	1.842940	1.842940	1.842940	16.732954545454547	18.875	19.886363636363637	23.52840909090909	35.30113636363637	45.75568181818182
flexnic	64	3.182344	3.182344	3.182344	19.375	22.943181818181817	24.272727272727273	28.198863636363637	38.40340909090909	55.94886363636363
flexnic	128	4.582867	4.582867	4.582867	26.289772727272727	33.0	35.32386363636363	40.52840909090909	48.78409090909091	77.75568181818181
flexnic	256	5.140039	5.140039	5.140039	47.41477272727273	58.73295454545455	62.22727272727273	69.92613636363636	81.07386363636364	113.30681818181819
flexnic	512	5.413615	5.413615	5.413615	90.80113636363636	110.57386363636364	115.7840909090909	127.74431818181819	143.86363636363637	203.26704545454547
flexnic	1024	5.765326	5.765326	5.765326	168.5625	199.35227272727272	209.73863636363637	231.6193181818182	269.83522727272725	572.6988636363636
flexnic	2048	5.133833	5.088286	5.215671	388.12045240541005	424.0496704331451	430.4860362095531	443.83655410032526	536.7785481938024	1669.2344097757234
