linux	1	0.020401	0.020144	0.020658	45.7125	51.6875	56.962500000000006	72.73750000000001	77.25	101.25
linux	2	0.034601	0.034542	0.034661	59.1125	65.49375	77.26875	92.26875	116.93125	149.5125
linux	4	0.036660	0.036411	0.036909	119.87962962962963	127.30246913580247	137.37037037037038	153.64814814814815	176.44753086419752	206.179012345679
linux	8	0.064486	0.064443	0.064530	123.75925925925925	128.38271604938274	131.60493827160494	155.9537037037037	190.83333333333331	228.08024691358025
linux	16	0.126302	0.126302	0.126302	124.0	137.92592592592592	153.91975308641975	191.66666666666666	255.10493827160494	323.15432098765433
linux	32	0.232428	0.232428	0.232428	125.10493827160494	209.3395061728395	242.44444444444446	271.141975308642	419.58024691358025	631.2037037037037
linux	64	0.324247	0.324247	0.324247	225.62962962962962	260.9753086419753	272.64814814814815	300.141975308642	452.1358024691358	792.2777777777778
linux	128	0.320843	0.320843	0.320843	365.9691358024691	650.3888888888889	702.8395061728395	744.5493827160494	796.8148148148148	1174.462962962963
linux	256	0.319292	0.319292	0.319292	809.5555555555555	983.925925925926	1190.0246913580247	1542.4444444444443	1704.2716049382716	4596.66049382716
linux	512	0.315905	0.315905	0.315905	1723.5740740740741	1903.111111111111	1931.2962962962963	2738.1728395061727	3067.9876543209875	18890.061728395063
linux	1024	0.302486	0.302486	0.302486	3533.4876543209875	3844.858024691358	4146.586419753086	4932.814814814815	5665.561728395061	39554.51234567901
linux	2048	0.305567	0.305567	0.305567	6760.327160493827	7913.66049382716	8112.944444444444	8425.58024691358	12158.216049382716	120333.62962962964
