tx	250	linux	1	350668	345953	355384
tx	250	linux	8	2710257	2710257	2710257
tx	250	linux	16	5422988	5422988	5422988
tx	250	linux	32	10853356	10853356	10853356
tx	250	linux	64	21261640	21261640	21261640
tx	250	linux	128	43042313	43042313	43042313
tx	250	linux	256	85867925	85867925	85867925
tx	250	linux	512	184193564	184193564	184193564
tx	250	linux	1024	441103031	441103031	441103031
tx	250	linux	2048	698261349	698261349	698261349
