0.0 1 0 0 0 0 0
0.10135067091323435 1 0 0 0 0 0
0.20263032289221883 1 0 0 0 0 0
0.30397081398405135 1 0 0 0 0 0
0.40543405478820205 1 0 0 0 0 0
0.5067984499037266 1 0 0 0 0 0
0.6081701319199055 1 0 0 0 0 0
0.7095374728087336 1 0 0 0 0 0
0.8109637619927526 1 0 0 0 0 0
0.9122982060071081 1 0 0 0 0 0
1.0136891978327185 1 0 0 0 0 0
1.115075651789084 1 0 0 0 0 0
1.2164637909736484 1 0 0 0 0 0
1.3178480118513107 1 0 0 0 0 0
1.4191680869553238 1 0 0 0 0 0
1.5205317449290305 1 0 0 0 0 0
1.62191305286251 1 0 0 0 0 0
1.723287614993751 1 0 0 0 0 0
1.8246806128881872 1 0 0 0 0 0
1.926065593957901 1 0 0 0 0 0
2.027456131996587 1 0 0 0 0 0
2.128831759793684 1 0 0 0 0 0
2.2302124418783933 1 0 0 0 0 0
2.331577243981883 1 0 0 0 0 0
2.432972284965217 1 0 0 0 0 0
2.534350572852418 1 0 0 0 0 0
2.635734900832176 1 0 0 0 0 0
2.737114362884313 1 0 0 0 0 0
2.8384935408830643 1 0 0 0 0 0
2.939874882809818 1 0 0 0 0 0
3.04123396682553 1 0 0 0 0 0
3.142582884989679 1 0 0 0 0 0
3.2439691128674895 1 0 0 0 0 0
3.345373287796974 1 0 0 0 0 0
3.446722692809999 1 0 0 0 0 0
3.5480404479894787 1 0 0 0 0 0
3.6496179858222604 1 0 0 0 0 0
3.750847223913297 1 0 0 0 0 0
3.852193985832855 1 0 0 0 0 0
3.953595520928502 1 0 0 0 0 0
4.054992318851873 1 0 0 0 0 0
4.156370389973745 1 0 0 0 0 0
4.257754014804959 1 0 0 0 0 0
4.359140942804515 1 0 0 0 0 0
4.460516734980047 1 0 0 0 0 0
4.5619122858624905 1 0 0 0 0 0
4.663258223794401 1 0 0 0 0 0
4.7646607318893075 1 0 0 0 0 0
4.866004809970036 1 0 0 0 0 0
4.967290588887408 1 0 0 0 0 0
5.076711175963283 1 0 0 0 0 0
5.181715330807492 1 0 0 0 0 0
5.282992858905345 1 0 0 0 0 0
5.384118493879214 1 0 0 0 0 0
5.485309671843424 1 0 0 0 0 0
5.586552415974438 1 0 0 0 0 0
5.687625527847558 1 0 0 0 0 0
5.788905101828277 1 0 0 0 0 0
5.890054579824209 1 0 0 0 0 0
5.991253640968353 1 0 0 0 0 0
6.0924655988346785 1 0 0 0 0 0
6.19313211995177 1 20963 0 0 0 0
6.293124585878104 1 6688696 0 0 0 0
6.393075902946293 1 10803825 0 0 0 0
6.493032559985295 1 16510658 1 162.51 156.0 426.0
6.592994819860905 2 25377607 1 189.41 100.0 361.0
6.692947305971757 2 33008680 1 256.71 83.0 315.0
6.792909735813737 2 34702892 1 254.48 70.0 253.0
6.892897981917486 2 36315472 1 311.2 58.0 201.0
6.992828838992864 3 48471020 1 324.43 51.0 198.0
7.0928207819815725 3 52475279 1 319.04 48.0 203.0
7.192766391905025 3 51505534 1 330.22 46.0 262.0
7.292687691980973 3 51851145 1 340.26 46.0 292.0
7.392674804897979 3 53447593 1 368.81 46.0 276.0
7.49262212193571 3 53899347 1 367.47 46.0 261.0
7.5925751850008965 3 52723928 1 404.33 46.0 259.0
7.692541387863457 3 52564140 1 337.63 46.0 268.0
7.792493077926338 3 50830520 1 329.17 46.0 295.0
7.892437880858779 3 50451958 1 310.01 46.0 296.0
7.992410503793508 3 50224700 1 301.69 46.0 293.0
8.092365357792005 3 49212865 1 297.65 46.0 296.0
8.192286746809259 3 47777639 1 289.46 46.0 300.0
8.292280866997316 3 48624741 1 311.38 46.0 304.0
8.392249769996852 3 46670430 1 290.25 46.0 332.0
8.49221170693636 3 45755271 1 290.04 46.0 362.0
8.592160183936357 3 45647306 1 286.97 46.0 365.0
8.692110706819221 3 48207827 1 314.63 45.0 365.0
8.79206689982675 3 51154802 1 329.15 45.0 365.0
8.891945995856076 3 49862011 1 312.7 45.0 365.0
8.99201350286603 3 49954590 1 308.61 45.0 365.0
9.091963935876265 3 49159685 1 299.6 46.0 364.0
9.191922845784575 3 46727560 1 289.17 46.0 365.0
9.291862501995638 3 45037120 1 281.15 46.0 366.0
9.391829108819366 3 44476962 1 277.0 45.0 366.0
9.491762175923213 3 44619319 1 281.52 45.0 366.0
9.591728891944513 3 44841349 1 280.94 45.0 367.0
9.691681094933301 3 44875836 1 283.97 45.0 367.0
9.791518551995978 3 45115520 1 287.06 45.0 367.0
9.891594207845628 3 45020732 1 320.77 45.0 367.0
9.991557944798842 3 45292016 1 283.18 46.0 368.0
10.09151614177972 3 46189129 1 291.51 45.0 368.0
10.191465810872614 3 47906429 1 324.77 45.0 368.0
10.291444910923019 3 48909381 1 347.93 45.0 368.0
10.391389817930758 3 46274334 1 285.27 46.0 368.0
10.491347567876801 3 45393074 1 285.96 46.0 368.0
10.591311557916924 3 45087601 1 284.04 46.0 368.0
10.691150003811345 3 44896191 1 281.63 46.0 368.0
10.791230633854866 3 44808942 1 324.01 46.0 368.0
10.891185043845326 3 43829704 1 250.69 46.0 368.0
10.991135216783732 3 48480920 1 328.27 46.0 368.0
11.091084779938683 3 51326174 1 339.72 46.0 368.0
11.191045796964318 3 50930993 1 325.17 46.0 368.0
11.291001895908266 3 49402414 1 298.37 46.0 368.0
11.39095289981924 3 46682434 1 285.81 46.0 368.0
